#,Event UUID,Title,Subtitle,Discipline,Competition,Stage,Group #,Time,Performance #,Ranked,Rank,Mark Total,Team,Team Rank,Team Mark,Code,Athlete #,External ID,Surname,Given Name,Representing,Date of Birth,Sex,Routine #,Mark,# Elements,Bonus,Penalty,Judge,∑,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,L,A
1,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,1,TRUE,5,98750,0,99,0,11,1,0,stevens,Jessica,USA,01/01/0001,,1,47200,10,0,0,E1,77,0,2,1,1,1,2,3,4,3,4,2,
237,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,12,TRUE,1,100010,0,99,0,5,1,0,MILETTE,Sarah,CAN,01/01/0001,,2,52145,10,0,0,E∑,167,1,0,2,2,5,2,4,3,6,8,0,0
238,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,12,TRUE,1,100010,0,99,0,5,1,0,MILETTE,Sarah,CAN,01/01/0001,,2,52145,10,0,0,T,15245,,,,,,,,,,,,
239,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,12,TRUE,1,100010,0,99,0,5,1,0,MILETTE,Sarah,CAN,01/01/0001,,2,52145,10,0,0,D,109,0,,,,,,,,,,,
240,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,12,TRUE,1,100010,0,99,0,5,1,0,MILETTE,Sarah,CAN,01/01/0001,,2,52145,10,0,0,H,930,930,0,,,,,,,,,,
241,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,1,TRUE,7,49350,0,99,0,2,1,0,MALDONADO,Lucila,ARG,01/01/0001,,1,49350,10,0,0,E1,68,2,3,3,3,4,2,4,4,3,4,0,
242,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,1,TRUE,7,49350,0,99,0,2,1,0,MALDONADO,Lucila,ARG,01/01/0001,,1,49350,10,0,0,E2,65,2,3,4,3,4,2,4,4,5,4,0,
243,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,1,TRUE,7,49350,0,99,0,2,1,0,MALDONADO,Lucila,ARG,01/01/0001,,1,49350,10,0,0,E3,70,2,3,4,3,3,1,3,3,4,3,1,
244,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,1,TRUE,7,49350,0,99,0,2,1,0,MALDONADO,Lucila,ARG,01/01/0001,,1,49350,10,0,0,E4,74,3,3,3,2,3,1,3,3,3,2,0,
245,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,1,TRUE,7,49350,0,99,0,2,1,0,MALDONADO,Lucila,ARG,01/01/0001,,1,49350,10,0,0,E5,72,3,3,3,3,4,1,3,3,2,3,0,
246,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,1,TRUE,7,49350,0,99,0,2,1,0,MALDONADO,Lucila,ARG,01/01/0001,,1,49350,10,0,0,E8,70,2,3,4,3,3,2,3,3,4,3,0,
247,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,1,TRUE,7,49350,0,99,0,2,1,0,MALDONADO,Lucila,ARG,01/01/0001,,1,49350,10,0,0,E∑,142,4,6,7,6,7,3,6,6,7,6,0,0
248,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,1,TRUE,7,49350,0,99,0,2,1,0,MALDONADO,Lucila,ARG,01/01/0001,,1,49350,10,0,0,T,13950,,,,,,,,,,,,
249,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,1,TRUE,7,49350,0,99,0,2,1,0,MALDONADO,Lucila,ARG,01/01/0001,,1,49350,10,0,0,D,119,0,,,,,,,,,,,
250,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,1,TRUE,7,49350,0,99,0,2,1,0,MALDONADO,Lucila,ARG,01/01/0001,,1,49350,10,0,0,H,930,930,0,,,,,,,,,,
251,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,2,TRUE,6,50720,0,99,0,7,1,0,HERNANDEZ,Katish,COL,01/01/0001,,1,50720,10,0,0,E1,72,2,2,4,2,3,3,2,2,2,4,2,
252,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,2,TRUE,6,50720,0,99,0,7,1,0,HERNANDEZ,Katish,COL,01/01/0001,,1,50720,10,0,0,E2,69,3,2,4,1,3,3,2,4,3,5,1,
253,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,2,TRUE,6,50720,0,99,0,7,1,0,HERNANDEZ,Katish,COL,01/01/0001,,1,50720,10,0,0,E3,74,2,2,3,1,3,2,2,3,3,4,1,
254,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,2,TRUE,6,50720,0,99,0,7,1,0,HERNANDEZ,Katish,COL,01/01/0001,,1,50720,10,0,0,E4,75,2,2,3,1,3,2,2,3,2,3,2,
255,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,2,TRUE,6,50720,0,99,0,7,1,0,HERNANDEZ,Katish,COL,01/01/0001,,1,50720,10,0,0,E5,73,3,2,4,1,3,3,2,3,2,3,1,
256,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,2,TRUE,6,50720,0,99,0,7,1,0,HERNANDEZ,Katish,COL,01/01/0001,,1,50720,10,0,0,E8,73,3,2,3,2,3,3,2,3,2,3,1,
257,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,2,TRUE,6,50720,0,99,0,7,1,0,HERNANDEZ,Katish,COL,01/01/0001,,1,50720,10,0,0,E∑,147,5,4,7,2,6,6,4,6,4,7,2,0
258,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,2,TRUE,6,50720,0,99,0,7,1,0,HERNANDEZ,Katish,COL,01/01/0001,,1,50720,10,0,0,T,14420,,,,,,,,,,,,
259,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,2,TRUE,6,50720,0,99,0,7,1,0,HERNANDEZ,Katish,COL,01/01/0001,,1,50720,10,0,0,D,126,0,,,,,,,,,,,
260,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,2,TRUE,6,50720,0,99,0,7,1,0,HERNANDEZ,Katish,COL,01/01/0001,,1,50720,10,0,0,H,900,900,0,,,,,,,,,,
261,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,3,TRUE,2,52540,0,99,0,10,1,0,AHSINGER,Nicole,USA,01/01/0001,,1,52540,10,0,0,E1,73,2,3,2,3,3,3,4,2,2,3,0,
262,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,3,TRUE,2,52540,0,99,0,10,1,0,AHSINGER,Nicole,USA,01/01/0001,,1,52540,10,0,0,E2,70,2,3,4,3,4,3,3,2,3,3,0,
263,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,3,TRUE,2,52540,0,99,0,10,1,0,AHSINGER,Nicole,USA,01/01/0001,,1,52540,10,0,0,E3,73,2,3,3,3,3,2,3,2,3,3,0,
264,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,3,TRUE,2,52540,0,99,0,10,1,0,AHSINGER,Nicole,USA,01/01/0001,,1,52540,10,0,0,E4,76,2,3,2,3,3,2,3,2,2,2,0,
265,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,3,TRUE,2,52540,0,99,0,10,1,0,AHSINGER,Nicole,USA,01/01/0001,,1,52540,10,0,0,E5,75,2,3,3,2,3,2,3,2,2,3,0,
266,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,3,TRUE,2,52540,0,99,0,10,1,0,AHSINGER,Nicole,USA,01/01/0001,,1,52540,10,0,0,E8,75,1,3,3,3,3,2,3,2,2,3,0,
267,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,3,TRUE,2,52540,0,99,0,10,1,0,AHSINGER,Nicole,USA,01/01/0001,,1,52540,10,0,0,E∑,148,4,6,6,6,6,4,6,4,4,6,0,0
268,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,3,TRUE,2,52540,0,99,0,10,1,0,AHSINGER,Nicole,USA,01/01/0001,,1,52540,10,0,0,T,14640,,,,,,,,,,,,
269,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,3,TRUE,2,52540,0,99,0,10,1,0,AHSINGER,Nicole,USA,01/01/0001,,1,52540,10,0,0,D,139,0,,,,,,,,,,,
270,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,3,TRUE,2,52540,0,99,0,10,1,0,AHSINGER,Nicole,USA,01/01/0001,,1,52540,10,0,0,H,920,920,0,,,,,,,,,,
271,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,4,TRUE,4,52120,0,99,0,11,1,0,stevens,Jessica,USA,01/01/0001,,1,52120,10,0,0,E1,64,3,2,3,3,4,4,4,3,3,5,2,
272,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,4,TRUE,4,52120,0,99,0,11,1,0,stevens,Jessica,USA,01/01/0001,,1,52120,10,0,0,E2,67,3,2,3,2,3,3,4,4,3,5,1,
273,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,4,TRUE,4,52120,0,99,0,11,1,0,stevens,Jessica,USA,01/01/0001,,1,52120,10,0,0,E3,75,2,1,2,2,3,3,3,2,2,4,1,
274,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,4,TRUE,4,52120,0,99,0,11,1,0,stevens,Jessica,USA,01/01/0001,,1,52120,10,0,0,E4,72,3,1,3,2,3,3,3,2,2,4,2,
275,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,4,TRUE,4,52120,0,99,0,11,1,0,stevens,Jessica,USA,01/01/0001,,1,52120,10,0,0,E5,72,2,1,3,2,3,3,4,2,3,4,1,
276,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,4,TRUE,4,52120,0,99,0,11,1,0,stevens,Jessica,USA,01/01/0001,,1,52120,10,0,0,E8,73,3,1,2,2,3,3,4,2,2,4,1,
277,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,4,TRUE,4,52120,0,99,0,11,1,0,stevens,Jessica,USA,01/01/0001,,1,52120,10,0,0,E∑,143,6,2,6,4,6,6,8,4,5,8,2,0
278,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,4,TRUE,4,52120,0,99,0,11,1,0,stevens,Jessica,USA,01/01/0001,,1,52120,10,0,0,T,14920,,,,,,,,,,,,
279,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,4,TRUE,4,52120,0,99,0,11,1,0,stevens,Jessica,USA,01/01/0001,,1,52120,10,0,0,D,136,0,,,,,,,,,,,
280,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,4,TRUE,4,52120,0,99,0,11,1,0,stevens,Jessica,USA,01/01/0001,,1,52120,10,0,0,H,930,930,0,,,,,,,,,,
281,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,5,TRUE,1,53735,0,99,0,6,1,0,SMITH,Samantha,CAN,01/01/0001,,1,53735,10,0,0,E1,70,2,3,4,3,3,2,3,2,2,4,2,
282,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,5,TRUE,1,53735,0,99,0,6,1,0,SMITH,Samantha,CAN,01/01/0001,,1,53735,10,0,0,E2,72,2,2,3,3,2,2,3,2,3,4,2,
283,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,5,TRUE,1,53735,0,99,0,6,1,0,SMITH,Samantha,CAN,01/01/0001,,1,53735,10,0,0,E3,76,2,2,3,2,2,1,2,2,2,4,2,
284,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,5,TRUE,1,53735,0,99,0,6,1,0,SMITH,Samantha,CAN,01/01/0001,,1,53735,10,0,0,E4,73,2,3,3,2,3,2,2,2,3,3,2,
285,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,5,TRUE,1,53735,0,99,0,6,1,0,SMITH,Samantha,CAN,01/01/0001,,1,53735,10,0,0,E5,79,1,2,2,2,2,1,2,2,2,3,2,
286,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,5,TRUE,1,53735,0,99,0,6,1,0,SMITH,Samantha,CAN,01/01/0001,,1,53735,10,0,0,E8,75,2,3,3,2,2,2,2,2,2,3,2,
287,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,5,TRUE,1,53735,0,99,0,6,1,0,SMITH,Samantha,CAN,01/01/0001,,1,53735,10,0,0,E∑,150,4,5,6,4,4,4,4,4,4,7,4,0
288,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,5,TRUE,1,53735,0,99,0,6,1,0,SMITH,Samantha,CAN,01/01/0001,,1,53735,10,0,0,T,15135,,,,,,,,,,,,
289,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,5,TRUE,1,53735,0,99,0,6,1,0,SMITH,Samantha,CAN,01/01/0001,,1,53735,10,0,0,D,140,0,,,,,,,,,,,
290,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,5,TRUE,1,53735,0,99,0,6,1,0,SMITH,Samantha,CAN,01/01/0001,,1,53735,10,0,0,H,960,960,0,,,,,,,,,,
291,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,6,TRUE,3,52510,0,99,0,9,1,0,NAVARRO LOZA,Dafne,MEX,01/01/0001,,1,52510,10,0,0,E1,74,2,1,3,2,3,2,3,2,3,4,1,
292,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,6,TRUE,3,52510,0,99,0,9,1,0,NAVARRO LOZA,Dafne,MEX,01/01/0001,,1,52510,10,0,0,E2,73,2,1,3,2,3,2,3,2,3,4,2,
293,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,6,TRUE,3,52510,0,99,0,9,1,0,NAVARRO LOZA,Dafne,MEX,01/01/0001,,1,52510,10,0,0,E3,75,2,1,2,2,2,2,3,3,3,4,1,
294,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,6,TRUE,3,52510,0,99,0,9,1,0,NAVARRO LOZA,Dafne,MEX,01/01/0001,,1,52510,10,0,0,E4,73,2,2,3,2,2,2,3,3,3,4,1,
295,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,6,TRUE,3,52510,0,99,0,9,1,0,NAVARRO LOZA,Dafne,MEX,01/01/0001,,1,52510,10,0,0,E5,75,2,1,3,2,3,2,3,2,2,4,1,
296,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,6,TRUE,3,52510,0,99,0,9,1,0,NAVARRO LOZA,Dafne,MEX,01/01/0001,,1,52510,10,0,0,E8,74,2,1,3,2,2,2,3,2,3,4,2,
297,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,6,TRUE,3,52510,0,99,0,9,1,0,NAVARRO LOZA,Dafne,MEX,01/01/0001,,1,52510,10,0,0,E∑,149,4,2,6,4,5,4,6,4,6,8,2,0
298,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,6,TRUE,3,52510,0,99,0,9,1,0,NAVARRO LOZA,Dafne,MEX,01/01/0001,,1,52510,10,0,0,T,14710,,,,,,,,,,,,
299,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,6,TRUE,3,52510,0,99,0,9,1,0,NAVARRO LOZA,Dafne,MEX,01/01/0001,,1,52510,10,0,0,D,134,0,,,,,,,,,,,
300,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,6,TRUE,3,52510,0,99,0,9,1,0,NAVARRO LOZA,Dafne,MEX,01/01/0001,,1,52510,10,0,0,H,950,950,0,,,,,,,,,,
301,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,7,TRUE,8,11490,0,99,0,4,1,0,GOMES,Camilla,BRA,01/01/0001,,1,11490,2,0,0,E1,13,3,4,,,,,,,,,,
302,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,7,TRUE,8,11490,0,99,0,4,1,0,GOMES,Camilla,BRA,01/01/0001,,1,11490,2,0,0,E2,14,2,4,,,,,,,,,,
303,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,7,TRUE,8,11490,0,99,0,4,1,0,GOMES,Camilla,BRA,01/01/0001,,1,11490,2,0,0,E3,15,2,3,,,,,,,,,,
304,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,7,TRUE,8,11490,0,99,0,4,1,0,GOMES,Camilla,BRA,01/01/0001,,1,11490,2,0,0,E4,15,2,3,,,,,,,,,,
305,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,7,TRUE,8,11490,0,99,0,4,1,0,GOMES,Camilla,BRA,01/01/0001,,1,11490,2,0,0,E5,15,2,3,,,,,,,,,,
306,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,7,TRUE,8,11490,0,99,0,4,1,0,GOMES,Camilla,BRA,01/01/0001,,1,11490,2,0,0,E8,15,2,3,,,,,,,,,,
307,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,7,TRUE,8,11490,0,99,0,4,1,0,GOMES,Camilla,BRA,01/01/0001,,1,11490,2,0,0,E∑,30,4,6,0,0,0,0,0,0,0,0,0,0
308,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,7,TRUE,8,11490,0,99,0,4,1,0,GOMES,Camilla,BRA,01/01/0001,,1,11490,2,0,0,T,3290,,,,,,,,,,,,
309,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,7,TRUE,8,11490,0,99,0,4,1,0,GOMES,Camilla,BRA,01/01/0001,,1,11490,2,0,0,D,34,0,,,,,,,,,,,
310,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,7,TRUE,8,11490,0,99,0,4,1,0,GOMES,Camilla,BRA,01/01/0001,,1,11490,2,0,0,H,180,180,0,,,,,,,,,,
311,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,8,TRUE,5,51515,0,99,0,5,1,0,MILETTE,Sarah,CAN,01/01/0001,,1,51515,10,0,0,E1,72,2,1,2,3,3,2,3,3,3,4,2,
312,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,8,TRUE,5,51515,0,99,0,5,1,0,MILETTE,Sarah,CAN,01/01/0001,,1,51515,10,0,0,E2,75,1,1,2,3,3,2,2,3,3,3,2,
313,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,8,TRUE,5,51515,0,99,0,5,1,0,MILETTE,Sarah,CAN,01/01/0001,,1,51515,10,0,0,E3,73,2,1,2,3,3,2,2,2,3,4,3,
314,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,8,TRUE,5,51515,0,99,0,5,1,0,MILETTE,Sarah,CAN,01/01/0001,,1,51515,10,0,0,E4,76,2,1,2,3,3,1,2,2,3,4,1,
315,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,8,TRUE,5,51515,0,99,0,5,1,0,MILETTE,Sarah,CAN,01/01/0001,,1,51515,10,0,0,E5,74,2,2,2,2,3,2,2,3,3,4,1,
